 2500000 ,0.00585
 5000000 ,0.01143
 10000000 ,0.02403
 20000000 ,0.04593
 40000000 ,0.09125
 80000000 ,0.18023
 160000000 ,0.36242
 320000000 ,0.72074
 640000000 ,1.4397
 1280000000 ,2.890
